tournament,packet,qid,bpid,part_number,answerline,plays,human_directed_n,human_directed_fraction,human_directed_correct_n,human_directed_accuracy,consulted_n,consulted_fraction,consulted_final_correct_n,consulted_final_accuracy,consult_initial_guess_present_n,abstain_n,abstain_fraction,successful_abstain_n,abstain_precision,standalone_ai_n,standalone_ai_correct_n,standalone_ai_accuracy,raw_directed_minus_ai_gap,wilson_conservative_gap,beta11_strict_adversarial_yield,coverage_aware_directed_minus_ai_gap,consulted_final_minus_ai_delta,evidence_flag,interpretation_note,adversarial_rank
combined,2,advvqa-packet2-b-Hk3eje8dauAH8GChRZ0r,advvqa-packet2-b-Hk3eje8dauAH8GChRZ0r#2,2,<b>Rain follows the plow</b>,5,3,0.6,3,1.0,1,0.2,1,1.0,0,1,0.2,1,1.0,10,6,0.6,0.4,-0.393317,0.333333,0.0,0.4,moderate,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",98
combined,2,advvqa-packet2-b-Hk3eje8dauAH8GChRZ0r,advvqa-packet2-b-Hk3eje8dauAH8GChRZ0r#3,3,<b>Bat Masterson</b>,5,0,0.0,0,,5,1.0,4,0.8,2,0,0.0,0,,10,5,0.5,,,0.25,-0.5,0.3,insufficient,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",
combined,2,advvqa-packet2-b-ITg3iLtqet63qneCW3ZB,advvqa-packet2-b-ITg3iLtqet63qneCW3ZB#1,1,<b>Starbucks</b>,5,5,1.0,5,1.0,0,0.0,0,,0,0,0.0,0,,10,10,1.0,0.0,-0.434482,0.071429,0.0,,moderate,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",107
combined,2,advvqa-packet2-b-ITg3iLtqet63qneCW3ZB,advvqa-packet2-b-ITg3iLtqet63qneCW3ZB#2,2,<b>Caribou</b>,5,2,0.4,2,1.0,3,0.6,1,0.333333,1,0,0.0,0,,10,2,0.2,0.8,-0.167457,0.5625,0.2,0.133333,insufficient,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",
combined,2,advvqa-packet2-b-ITg3iLtqet63qneCW3ZB,advvqa-packet2-b-ITg3iLtqet63qneCW3ZB#3,3,<b>Illy</b>,5,0,0.0,0,,5,1.0,4,0.8,2,0,0.0,0,,10,5,0.5,,,0.25,-0.5,0.3,insufficient,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",
combined,2,advvqa-packet2-b-LrBoBxSjQm3FcWsgeUbQ,advvqa-packet2-b-LrBoBxSjQm3FcWsgeUbQ#1,1,<b>Minas Gerais</b>,5,1,0.2,1,1.0,4,0.8,4,1.0,1,0,0.0,0,,10,5,0.5,0.5,-0.556858,0.333333,-0.3,0.5,insufficient,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",
combined,2,advvqa-packet2-b-LrBoBxSjQm3FcWsgeUbQ,advvqa-packet2-b-LrBoBxSjQm3FcWsgeUbQ#2,2,<b>Brazil</b>,5,4,0.8,4,1.0,1,0.2,1,1.0,0,0,0.0,0,,10,9,0.9,0.1,-0.472015,0.138889,-0.1,0.1,moderate,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",112
combined,2,advvqa-packet2-b-LrBoBxSjQm3FcWsgeUbQ,advvqa-packet2-b-LrBoBxSjQm3FcWsgeUbQ#3,3,<b>Brasilia</b>,5,1,0.2,1,1.0,4,0.8,2,0.5,1,0,0.0,0,,10,0,0.0,1.0,-0.070983,0.611111,0.2,0.5,insufficient,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",
combined,2,advvqa-packet2-b-MAB7UJUemEjHoda8aW3o,advvqa-packet2-b-MAB7UJUemEjHoda8aW3o#1,1,<b>Canada</b>,5,5,1.0,5,1.0,0,0.0,0,,0,0,0.0,0,,10,10,1.0,0.0,-0.434482,0.071429,0.0,,moderate,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",108
combined,2,advvqa-packet2-b-MAB7UJUemEjHoda8aW3o,advvqa-packet2-b-MAB7UJUemEjHoda8aW3o#2,2,<b>Victoria</b>,5,5,1.0,4,0.8,0,0.0,0,,0,0,0.0,0,,10,5,0.5,0.3,-0.387872,0.357143,0.3,,moderate,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",95
combined,2,advvqa-packet2-b-MAB7UJUemEjHoda8aW3o,advvqa-packet2-b-MAB7UJUemEjHoda8aW3o#3,3,<b>Yellowhead Highway [or Yellowhead Pass]</b>,5,1,0.2,0,0.0,4,0.8,4,1.0,0,0,0.0,0,,10,0,0.0,0.0,-0.277533,0.305556,0.0,1.0,insufficient,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",
combined,2,advvqa-packet2-b-MsnPvfQ1GANWnPJKPBkf,advvqa-packet2-b-MsnPvfQ1GANWnPJKPBkf#1,1,<b>Frederick Douglass</b>,5,5,1.0,5,1.0,0,0.0,0,,0,0,0.0,0,,10,7,0.7,0.3,-0.326691,0.285714,0.3,,moderate,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",85
combined,2,advvqa-packet2-b-MsnPvfQ1GANWnPJKPBkf,advvqa-packet2-b-MsnPvfQ1GANWnPJKPBkf#2,2,<b>John Brown</b>,5,3,0.6,1,0.333333,2,0.4,2,1.0,0,0,0.0,0,,10,4,0.4,-0.066667,-0.625834,0.233333,-0.2,0.6,moderate,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",126
combined,2,advvqa-packet2-b-MsnPvfQ1GANWnPJKPBkf,advvqa-packet2-b-MsnPvfQ1GANWnPJKPBkf#3,3,<b>Helen Pitts [accept Helen; accept Pitts; do not accept Douglass]</b>,5,0,0.0,0,,5,1.0,3,0.6,1,0,0.0,0,,10,0,0.0,,,0.458333,0.0,0.6,insufficient,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",
combined,2,advvqa-packet2-b-MvloRivBZY8ZBMJpTOKh,advvqa-packet2-b-MvloRivBZY8ZBMJpTOKh#1,1,<b>Battle of Iwo Jima</b>,5,5,1.0,5,1.0,0,0.0,0,,0,0,0.0,0,,10,5,0.5,0.5,-0.197889,0.428571,0.5,,moderate,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",39
combined,2,advvqa-packet2-b-MvloRivBZY8ZBMJpTOKh,advvqa-packet2-b-MvloRivBZY8ZBMJpTOKh#2,2,<b>Douglas MacArthur [accept MacArthur]</b>,5,3,0.6,2,0.666667,2,0.4,2,1.0,1,0,0.0,0,,10,0,0.0,0.666667,-0.069873,0.55,0.4,1.0,moderate,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",23
combined,2,advvqa-packet2-b-MvloRivBZY8ZBMJpTOKh,advvqa-packet2-b-MvloRivBZY8ZBMJpTOKh#3,3,<b>Battle of Guadalcanal</b>,5,1,0.2,1,1.0,4,0.8,4,1.0,1,0,0.0,0,,10,2,0.2,0.8,-0.303288,0.5,0.0,0.8,insufficient,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",
combined,2,advvqa-packet2-b-N4ReI7qsJK7zvmJDICG3,advvqa-packet2-b-N4ReI7qsJK7zvmJDICG3#1,1,<b>Heracles [or Hercules]</b>,5,5,1.0,5,1.0,0,0.0,0,,0,0,0.0,0,,10,0,0.0,1.0,0.287985,0.785714,1.0,,moderate,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",2
combined,2,advvqa-packet2-b-N4ReI7qsJK7zvmJDICG3,advvqa-packet2-b-N4ReI7qsJK7zvmJDICG3#2,2,<b>Lysippos</b>,5,2,0.4,1,0.5,3,0.6,3,1.0,2,0,0.0,0,,10,5,0.5,0.0,-0.668876,0.25,-0.3,0.5,insufficient,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",
combined,2,advvqa-packet2-b-N4ReI7qsJK7zvmJDICG3,advvqa-packet2-b-N4ReI7qsJK7zvmJDICG3#3,3,<b>apple [or Golden Apple of the Hesperides]</b>,5,3,0.6,2,0.666667,2,0.4,2,1.0,2,0,0.0,0,,10,0,0.0,0.666667,-0.069873,0.55,0.4,1.0,moderate,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",24
combined,2,advvqa-packet2-b-TUBSaSaCWhsEkCcYg8od,advvqa-packet2-b-TUBSaSaCWhsEkCcYg8od#1,1,<b>the Gate of Hell</b>,5,2,0.4,2,1.0,3,0.6,3,1.0,1,0,0.0,0,,10,5,0.5,0.5,-0.421027,0.375,-0.1,0.5,insufficient,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",
combined,2,advvqa-packet2-b-TUBSaSaCWhsEkCcYg8od,advvqa-packet2-b-TUBSaSaCWhsEkCcYg8od#2,2,<b>Dante Alighieri [accept Dante]</b>,5,5,1.0,5,1.0,0,0.0,0,,0,0,0.0,0,,10,0,0.0,1.0,0.287985,0.785714,1.0,,moderate,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",3
combined,2,advvqa-packet2-b-TUBSaSaCWhsEkCcYg8od,advvqa-packet2-b-TUBSaSaCWhsEkCcYg8od#3,3,<b>thieves</b>,5,2,0.4,1,0.5,3,0.6,3,1.0,2,0,0.0,0,,10,5,0.5,0.0,-0.668876,0.25,-0.3,0.5,insufficient,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",
combined,2,advvqa-packet2-b-Y1HNUojkbmGvcmuLbJzy,advvqa-packet2-b-Y1HNUojkbmGvcmuLbJzy#1,1,<b>Libya</b>,5,5,1.0,5,1.0,0,0.0,0,,0,0,0.0,0,,10,9,0.9,0.1,-0.416606,0.142857,0.1,,moderate,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",100
combined,2,advvqa-packet2-b-Y1HNUojkbmGvcmuLbJzy,advvqa-packet2-b-Y1HNUojkbmGvcmuLbJzy#2,2,<b>AK-47 [accept machine gun; prompt on gun]</b>,5,5,1.0,5,1.0,0,0.0,0,,0,0,0.0,0,,10,0,0.0,1.0,0.287985,0.785714,1.0,,moderate,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",4
combined,2,advvqa-packet2-b-Y1HNUojkbmGvcmuLbJzy,advvqa-packet2-b-Y1HNUojkbmGvcmuLbJzy#3,3,<b>cranes [or grey crowned cranes]</b>,5,3,0.6,0,0.0,2,0.4,2,1.0,1,0,0.0,0,,10,0,0.0,0.0,-0.277533,0.183333,0.0,1.0,moderate,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",62
combined,2,advvqa-packet2-b-dmJw487o6olYqnozXGtf,advvqa-packet2-b-dmJw487o6olYqnozXGtf#1,1,<b>Robert Frost</b>,5,2,0.4,1,0.5,3,0.6,0,0.0,1,0,0.0,0,,10,3,0.3,0.2,-0.508691,0.333333,-0.1,-0.3,insufficient,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",
combined,2,advvqa-packet2-b-dmJw487o6olYqnozXGtf,advvqa-packet2-b-dmJw487o6olYqnozXGtf#2,2,<b>roads</b>,5,5,1.0,5,1.0,0,0.0,0,,0,0,0.0,0,,10,1,0.1,0.9,0.161368,0.714286,0.9,,moderate,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",10
combined,2,advvqa-packet2-b-dmJw487o6olYqnozXGtf,advvqa-packet2-b-dmJw487o6olYqnozXGtf#3,3,"<b>Out, Out</b>",5,2,0.4,2,1.0,3,0.6,2,0.666667,0,0,0.0,0,,10,5,0.5,0.5,-0.421027,0.375,-0.1,0.166667,insufficient,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",
combined,2,advvqa-packet2-b-fSvWgAZNctiri89Hu7YT,advvqa-packet2-b-fSvWgAZNctiri89Hu7YT#1,1,<b>Edgar Allan Poe</b>,5,4,0.8,3,0.75,1,0.2,1,1.0,1,0,0.0,0,,10,5,0.5,0.25,-0.462765,0.333333,0.1,0.5,moderate,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",111
combined,2,advvqa-packet2-b-fSvWgAZNctiri89Hu7YT,advvqa-packet2-b-fSvWgAZNctiri89Hu7YT#2,2,<b>The Pit and the Pendulum</b>,5,4,0.8,4,1.0,1,0.2,1,1.0,0,0,0.0,0,,10,5,0.5,0.5,-0.253298,0.416667,0.3,0.5,moderate,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",54
combined,2,advvqa-packet2-b-fSvWgAZNctiri89Hu7YT,advvqa-packet2-b-fSvWgAZNctiri89Hu7YT#3,3,<b>For the love of God!</b>,5,0,0.0,0,,4,0.8,3,0.75,0,1,0.2,1,1.0,10,5,0.5,,,0.25,-0.5,0.25,insufficient,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",
combined,2,advvqa-packet2-b-kToIbZ1PdvoDXK63Gq3C,advvqa-packet2-b-kToIbZ1PdvoDXK63Gq3C#1,1,<b>10</b>,5,4,0.8,4,1.0,1,0.2,1,1.0,1,0,0.0,0,,10,6,0.6,0.4,-0.321711,0.347222,0.2,0.4,moderate,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",65
combined,2,advvqa-packet2-b-kToIbZ1PdvoDXK63Gq3C,advvqa-packet2-b-kToIbZ1PdvoDXK63Gq3C#2,2,<b>53</b>,5,3,0.6,3,1.0,2,0.4,2,1.0,1,0,0.0,0,,10,5,0.5,0.5,-0.324904,0.4,0.1,0.5,moderate,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",73
combined,2,advvqa-packet2-b-kToIbZ1PdvoDXK63Gq3C,advvqa-packet2-b-kToIbZ1PdvoDXK63Gq3C#3,3,<b>bags [or sacks; accept xiquipilli]</b>,5,0,0.0,0,,5,1.0,4,0.8,3,0,0.0,0,,10,0,0.0,,,0.458333,0.0,0.8,insufficient,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",
combined,2,advvqa-packet2-b-pOAjFMEpaeJRwOm4iYiA,advvqa-packet2-b-pOAjFMEpaeJRwOm4iYiA#1,1,<b>beryllium chloride [accept BeCl2]</b>,5,2,0.4,1,0.5,3,0.6,3,1.0,1,0,0.0,0,,10,0,0.0,0.5,-0.183002,0.458333,0.2,1.0,insufficient,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",
combined,2,advvqa-packet2-b-pOAjFMEpaeJRwOm4iYiA,advvqa-packet2-b-pOAjFMEpaeJRwOm4iYiA#2,2,<b>trigonal planar</b>,5,5,1.0,5,1.0,0,0.0,0,,0,0,0.0,0,,10,9,0.9,0.1,-0.416606,0.142857,0.1,,moderate,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",101
combined,2,advvqa-packet2-b-pOAjFMEpaeJRwOm4iYiA,advvqa-packet2-b-pOAjFMEpaeJRwOm4iYiA#3,3,<b>triiodide</b>,5,4,0.8,1,0.25,1,0.2,1,1.0,0,0,0.0,0,,10,5,0.5,-0.25,-0.71782,0.166667,-0.3,0.5,moderate,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",129
combined,2,advvqa-packet2-b-phDW0Nb5YWdZDLUID6Uc,advvqa-packet2-b-phDW0Nb5YWdZDLUID6Uc#1,1,<b>Napoleon Bonaparte</b>,5,5,1.0,5,1.0,0,0.0,0,,0,0,0.0,0,,10,9,0.9,0.1,-0.416606,0.142857,0.1,,moderate,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",102
combined,2,advvqa-packet2-b-phDW0Nb5YWdZDLUID6Uc,advvqa-packet2-b-phDW0Nb5YWdZDLUID6Uc#2,2,<b>Tuileries</b>,5,1,0.2,1,1.0,4,0.8,4,1.0,2,0,0.0,0,,10,6,0.6,0.4,-0.62527,0.277778,-0.4,0.4,insufficient,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",
combined,2,advvqa-packet2-b-phDW0Nb5YWdZDLUID6Uc,advvqa-packet2-b-phDW0Nb5YWdZDLUID6Uc#3,3,<b>Williams</b>,5,1,0.2,0,0.0,1,0.2,1,1.0,0,3,0.6,3,1.0,10,1,0.1,-0.1,-0.40415,0.277778,-0.1,0.9,insufficient,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",
combined,2,advvqa-packet2-b-tyKtCAGg2dI9ZyYhZrcn,advvqa-packet2-b-tyKtCAGg2dI9ZyYhZrcn#1,1,<b>rook</b>,5,5,1.0,5,1.0,0,0.0,0,,0,0,0.0,0,,10,6,0.6,0.4,-0.266302,0.357143,0.4,,moderate,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",61
combined,2,advvqa-packet2-b-tyKtCAGg2dI9ZyYhZrcn,advvqa-packet2-b-tyKtCAGg2dI9ZyYhZrcn#2,2,<b>The Queen's Gambit</b>,5,2,0.4,2,1.0,3,0.6,2,0.666667,2,0,0.0,0,,10,4,0.4,0.6,-0.344946,0.4375,0.0,0.266667,insufficient,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",
combined,2,advvqa-packet2-b-tyKtCAGg2dI9ZyYhZrcn,advvqa-packet2-b-tyKtCAGg2dI9ZyYhZrcn#3,3,<b>e6</b>,5,2,0.4,0,0.0,3,0.6,3,1.0,2,0,0.0,0,,10,7,0.7,-0.7,-0.892209,0.083333,-0.7,0.3,insufficient,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",
combined,2,advvqa-packet2-b-uMQ0IEOXrY2U4EoBpm1M,advvqa-packet2-b-uMQ0IEOXrY2U4EoBpm1M#1,1,<b>Tiananmen Square</b>,5,5,1.0,5,1.0,0,0.0,0,,0,0,0.0,0,,10,10,1.0,0.0,-0.434482,0.071429,0.0,,moderate,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",109
combined,2,advvqa-packet2-b-uMQ0IEOXrY2U4EoBpm1M,advvqa-packet2-b-uMQ0IEOXrY2U4EoBpm1M#2,2,<b>Goddess of Democracy [or Spirit of Democracy; or Spirit of Liberty]</b>,5,1,0.2,1,1.0,4,0.8,4,1.0,1,0,0.0,0,,10,0,0.0,1.0,-0.070983,0.611111,0.2,1.0,insufficient,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",
combined,2,advvqa-packet2-b-uMQ0IEOXrY2U4EoBpm1M,advvqa-packet2-b-uMQ0IEOXrY2U4EoBpm1M#3,3,<b>iron rice bowl</b>,5,1,0.2,1,1.0,3,0.6,1,0.333333,1,1,0.2,1,1.0,10,3,0.3,0.7,-0.396673,0.444444,-0.1,0.033333,insufficient,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",
combined,2,advvqa-packet2-b-yVSP2w7uG2t93ZoZRLqz,advvqa-packet2-b-yVSP2w7uG2t93ZoZRLqz#1,1,<b>Louis Braille</b>,4,4,1.0,4,1.0,0,0.0,0,,0,0,0.0,0,,10,6,0.6,0.4,-0.321711,0.347222,0.4,,moderate,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",66
combined,2,advvqa-packet2-b-yVSP2w7uG2t93ZoZRLqz,advvqa-packet2-b-yVSP2w7uG2t93ZoZRLqz#2,2,<b>fun</b>,4,1,0.25,0,0.0,3,0.75,0,0.0,1,0,0.0,0,,10,0,0.0,0.0,-0.277533,0.305556,0.0,0.0,insufficient,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",
combined,2,advvqa-packet2-b-yVSP2w7uG2t93ZoZRLqz,advvqa-packet2-b-yVSP2w7uG2t93ZoZRLqz#3,3,<b>mirror writing</b>,4,2,0.5,2,1.0,2,0.5,2,1.0,1,0,0.0,0,,10,6,0.6,0.4,-0.489439,0.3125,-0.1,0.4,insufficient,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",
combined,3,advvqa-packet3-b-4SbH77nDOJp3d4EPQA9e,advvqa-packet3-b-4SbH77nDOJp3d4EPQA9e#1,1,<b>Super Mario Galaxy 2</b>,5,1,0.2,0,0.0,0,0.0,0,,0,4,0.8,4,1.0,10,0,0.0,0.0,-0.277533,0.305556,0.0,,insufficient,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",
combined,3,advvqa-packet3-b-4SbH77nDOJp3d4EPQA9e,advvqa-packet3-b-4SbH77nDOJp3d4EPQA9e#2,2,<b>300 SL (Roadster)</b>,5,0,0.0,0,,5,1.0,3,0.6,0,0,0.0,0,,10,0,0.0,,,0.458333,0.0,0.6,insufficient,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",
combined,3,advvqa-packet3-b-4SbH77nDOJp3d4EPQA9e,advvqa-packet3-b-4SbH77nDOJp3d4EPQA9e#3,3,<b>Orbison</b>,5,1,0.2,1,1.0,2,0.4,2,1.0,0,2,0.4,2,1.0,10,6,0.6,0.4,-0.62527,0.277778,-0.4,0.4,insufficient,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",
combined,3,advvqa-packet3-b-6eiGnV8rUnGVmskCiQNE,advvqa-packet3-b-6eiGnV8rUnGVmskCiQNE#1,1,<b>Tim Gunn</b>,5,0,0.0,0,,4,0.8,4,1.0,1,1,0.2,0,0.0,10,5,0.5,,,0.25,-0.5,0.5,insufficient,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",
combined,3,advvqa-packet3-b-6eiGnV8rUnGVmskCiQNE,advvqa-packet3-b-6eiGnV8rUnGVmskCiQNE#2,2,<b>Penn Jillette</b>,5,2,0.4,2,1.0,3,0.6,3,1.0,0,0,0.0,0,,10,4,0.4,0.6,-0.344946,0.4375,0.0,0.6,insufficient,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",
combined,3,advvqa-packet3-b-6eiGnV8rUnGVmskCiQNE,advvqa-packet3-b-6eiGnV8rUnGVmskCiQNE#3,3,<b>Joey Chestnut</b>,5,3,0.6,3,1.0,1,0.2,1,1.0,0,1,0.2,1,1.0,10,2,0.2,0.8,-0.071335,0.6,0.4,0.8,moderate,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",28
combined,3,advvqa-packet3-b-BLExSLVdESqnSyJo3zGm,advvqa-packet3-b-BLExSLVdESqnSyJo3zGm#1,1,<b>Batman</b>,5,2,0.4,2,1.0,3,0.6,0,0.0,1,0,0.0,0,,10,1,0.1,0.9,-0.06177,0.625,0.3,-0.1,insufficient,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",
combined,3,advvqa-packet3-b-BLExSLVdESqnSyJo3zGm,advvqa-packet3-b-BLExSLVdESqnSyJo3zGm#2,2,"<b>Star Trek The Next Generation, Star Trek TNG, prompt on Star Trek</b>",5,1,0.2,1,1.0,3,0.6,3,1.0,0,1,0.2,1,1.0,10,0,0.0,1.0,-0.070983,0.611111,0.2,1.0,insufficient,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",
combined,3,advvqa-packet3-b-BLExSLVdESqnSyJo3zGm,advvqa-packet3-b-BLExSLVdESqnSyJo3zGm#3,3,<b>(Shoujo Kakumei/Revolutionary Princess) Utena</b>,5,0,0.0,0,,5,1.0,5,1.0,1,0,0.0,0,,10,0,0.0,,,0.458333,0.0,1.0,insufficient,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",
combined,3,advvqa-packet3-b-ONKG87Klz56p26affrdR,advvqa-packet3-b-ONKG87Klz56p26affrdR#1,1,<b>Seattle Kraken</b>,5,2,0.4,2,1.0,3,0.6,2,0.666667,0,0,0.0,0,,10,5,0.5,0.5,-0.421027,0.375,-0.1,0.166667,insufficient,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",
combined,3,advvqa-packet3-b-ONKG87Klz56p26affrdR,advvqa-packet3-b-ONKG87Klz56p26affrdR#2,2,<b>Anaheim Ducks</b>,5,1,0.2,1,1.0,3,0.6,2,0.666667,1,1,0.2,0,0.0,10,5,0.5,0.5,-0.556858,0.333333,-0.3,0.166667,insufficient,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",
combined,3,advvqa-packet3-b-ONKG87Klz56p26affrdR,advvqa-packet3-b-ONKG87Klz56p26affrdR#3,3,<b>Nashville Predators</b>,5,2,0.4,1,0.5,2,0.4,2,1.0,0,1,0.2,1,1.0,10,5,0.5,0.0,-0.668876,0.25,-0.3,0.5,insufficient,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",
combined,3,advvqa-packet3-b-UjPfb6xPghtmdOFIMprn,advvqa-packet3-b-UjPfb6xPghtmdOFIMprn#1,1,<b>Search Party</b>,5,0,0.0,0,,3,0.6,0,0.0,0,2,0.4,2,1.0,10,0,0.0,,,0.458333,0.0,0.0,insufficient,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",
combined,3,advvqa-packet3-b-UjPfb6xPghtmdOFIMprn,advvqa-packet3-b-UjPfb6xPghtmdOFIMprn#2,2,<b>Alia Shawkat</b>,5,1,0.2,1,1.0,2,0.4,2,1.0,1,2,0.4,2,1.0,10,4,0.4,0.6,-0.480777,0.388889,-0.2,0.6,insufficient,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",
combined,3,advvqa-packet3-b-UjPfb6xPghtmdOFIMprn,advvqa-packet3-b-UjPfb6xPghtmdOFIMprn#3,3,<b>Arrested Development</b>,5,3,0.6,3,1.0,1,0.2,1,1.0,0,1,0.2,1,1.0,10,6,0.6,0.4,-0.393317,0.333333,0.0,0.4,moderate,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",99
combined,3,advvqa-packet3-b-YBQwaXjt8DnhJloIRLAz,advvqa-packet3-b-YBQwaXjt8DnhJloIRLAz#1,1,<b>For a Few Dollars More</b>,5,1,0.2,1,1.0,4,0.8,4,1.0,0,0,0.0,0,,10,5,0.5,0.5,-0.556858,0.333333,-0.3,0.5,insufficient,"Directed and consulted decisions are self-selected; consulted accuracy is the final human+AI team answer, not standalone AI accuracy.",
