qid,bpid,part_number,answerline,plays,parts,directed_count,directed_fraction,directed_accuracy,consulted_count,consulted_fraction,consulted_accuracy,abstain_count,abstain_fraction,abstain_accuracy
advvqa-packet2-b-yVSP2w7uG2t93ZoZRLqz,advvqa-packet2-b-yVSP2w7uG2t93ZoZRLqz#1,1,<b>Louis Braille</b>,4,4,4,1.000000,1.000000,0,0.000000,,0,0.000000,
advvqa-packet2-b-yVSP2w7uG2t93ZoZRLqz,advvqa-packet2-b-yVSP2w7uG2t93ZoZRLqz#2,2,<b>fun</b>,4,4,1,0.250000,0.000000,3,0.750000,0.000000,0,0.000000,
advvqa-packet2-b-yVSP2w7uG2t93ZoZRLqz,advvqa-packet2-b-yVSP2w7uG2t93ZoZRLqz#3,3,<b>mirror writing</b>,4,4,2,0.500000,1.000000,2,0.500000,1.000000,0,0.000000,
advvqa-packet3-b-4SbH77nDOJp3d4EPQA9e,advvqa-packet3-b-4SbH77nDOJp3d4EPQA9e#1,1,<b>Super Mario Galaxy 2</b>,5,5,1,0.200000,0.000000,0,0.000000,,4,0.800000,1.000000
advvqa-packet3-b-4SbH77nDOJp3d4EPQA9e,advvqa-packet3-b-4SbH77nDOJp3d4EPQA9e#2,2,<b>300 SL (Roadster)</b>,5,5,0,0.000000,,5,1.000000,0.600000,0,0.000000,
advvqa-packet3-b-4SbH77nDOJp3d4EPQA9e,advvqa-packet3-b-4SbH77nDOJp3d4EPQA9e#3,3,<b>Orbison</b>,5,5,1,0.200000,1.000000,2,0.400000,1.000000,2,0.400000,1.000000
advvqa-packet3-b-6eiGnV8rUnGVmskCiQNE,advvqa-packet3-b-6eiGnV8rUnGVmskCiQNE#1,1,<b>Tim Gunn</b>,5,5,0,0.000000,,4,0.800000,1.000000,1,0.200000,0.000000
advvqa-packet3-b-6eiGnV8rUnGVmskCiQNE,advvqa-packet3-b-6eiGnV8rUnGVmskCiQNE#2,2,<b>Penn Jillette</b>,5,5,2,0.400000,1.000000,3,0.600000,1.000000,0,0.000000,
advvqa-packet3-b-6eiGnV8rUnGVmskCiQNE,advvqa-packet3-b-6eiGnV8rUnGVmskCiQNE#3,3,<b>Joey Chestnut</b>,5,5,3,0.600000,1.000000,1,0.200000,1.000000,1,0.200000,1.000000
advvqa-packet3-b-BLExSLVdESqnSyJo3zGm,advvqa-packet3-b-BLExSLVdESqnSyJo3zGm#1,1,<b>Batman</b>,5,5,2,0.400000,1.000000,3,0.600000,0.000000,0,0.000000,
advvqa-packet3-b-BLExSLVdESqnSyJo3zGm,advvqa-packet3-b-BLExSLVdESqnSyJo3zGm#2,2,"<b>Star Trek The Next Generation, Star Trek TNG, prompt on Star Trek</b>",5,5,1,0.200000,1.000000,3,0.600000,1.000000,1,0.200000,1.000000
advvqa-packet3-b-BLExSLVdESqnSyJo3zGm,advvqa-packet3-b-BLExSLVdESqnSyJo3zGm#3,3,<b>(Shoujo Kakumei/Revolutionary Princess) Utena</b>,5,5,0,0.000000,,5,1.000000,1.000000,0,0.000000,
advvqa-packet3-b-ONKG87Klz56p26affrdR,advvqa-packet3-b-ONKG87Klz56p26affrdR#1,1,<b>Seattle Kraken</b>,5,5,2,0.400000,1.000000,3,0.600000,0.666667,0,0.000000,
advvqa-packet3-b-ONKG87Klz56p26affrdR,advvqa-packet3-b-ONKG87Klz56p26affrdR#2,2,<b>Anaheim Ducks</b>,5,5,1,0.200000,1.000000,3,0.600000,0.666667,1,0.200000,0.000000
advvqa-packet3-b-ONKG87Klz56p26affrdR,advvqa-packet3-b-ONKG87Klz56p26affrdR#3,3,<b>Nashville Predators</b>,5,5,2,0.400000,0.500000,2,0.400000,1.000000,1,0.200000,1.000000
advvqa-packet3-b-UjPfb6xPghtmdOFIMprn,advvqa-packet3-b-UjPfb6xPghtmdOFIMprn#1,1,<b>Search Party</b>,5,5,0,0.000000,,3,0.600000,0.000000,2,0.400000,1.000000
advvqa-packet3-b-UjPfb6xPghtmdOFIMprn,advvqa-packet3-b-UjPfb6xPghtmdOFIMprn#2,2,<b>Alia Shawkat</b>,5,5,1,0.200000,1.000000,2,0.400000,1.000000,2,0.400000,1.000000
advvqa-packet3-b-UjPfb6xPghtmdOFIMprn,advvqa-packet3-b-UjPfb6xPghtmdOFIMprn#3,3,<b>Arrested Development</b>,5,5,3,0.600000,1.000000,1,0.200000,1.000000,1,0.200000,1.000000
advvqa-packet3-b-YBQwaXjt8DnhJloIRLAz,advvqa-packet3-b-YBQwaXjt8DnhJloIRLAz#1,1,<b>For a Few Dollars More</b>,5,5,1,0.200000,1.000000,4,0.800000,1.000000,0,0.000000,
advvqa-packet3-b-YBQwaXjt8DnhJloIRLAz,advvqa-packet3-b-YBQwaXjt8DnhJloIRLAz#2,2,<b>Metal Gear</b>,5,5,1,0.200000,1.000000,4,0.800000,1.000000,0,0.000000,
advvqa-packet3-b-YBQwaXjt8DnhJloIRLAz,advvqa-packet3-b-YBQwaXjt8DnhJloIRLAz#3,3,<b>Team Fortress</b>,5,5,4,0.800000,1.000000,1,0.200000,1.000000,0,0.000000,
advvqa-packet3-b-Yo4hiZSSGbqYwDokUdMR,advvqa-packet3-b-Yo4hiZSSGbqYwDokUdMR#1,1,<b>Nutcracker</b>,4,4,0,0.000000,,4,1.000000,0.000000,0,0.000000,
advvqa-packet3-b-Yo4hiZSSGbqYwDokUdMR,advvqa-packet3-b-Yo4hiZSSGbqYwDokUdMR#2,2,<b>Giselle</b>,4,4,0,0.000000,,4,1.000000,1.000000,0,0.000000,
advvqa-packet3-b-Yo4hiZSSGbqYwDokUdMR,advvqa-packet3-b-Yo4hiZSSGbqYwDokUdMR#3,3,<b>Sleeping Beauty</b>,4,4,1,0.250000,1.000000,2,0.500000,0.000000,1,0.250000,1.000000
advvqa-packet3-b-ZKCgP29bWtkoBpAtB2RL,advvqa-packet3-b-ZKCgP29bWtkoBpAtB2RL#1,1,<b>Raising Cane's</b>,5,5,5,1.000000,1.000000,0,0.000000,,0,0.000000,
advvqa-packet3-b-ZKCgP29bWtkoBpAtB2RL,advvqa-packet3-b-ZKCgP29bWtkoBpAtB2RL#2,2,<b>White Castle</b>,5,5,5,1.000000,1.000000,0,0.000000,,0,0.000000,
advvqa-packet3-b-ZKCgP29bWtkoBpAtB2RL,advvqa-packet3-b-ZKCgP29bWtkoBpAtB2RL#3,3,<b>Burger King</b>,5,5,4,0.800000,1.000000,1,0.200000,1.000000,0,0.000000,
advvqa-packet3-b-bzhflpiTuOX2D1LUuCc4,advvqa-packet3-b-bzhflpiTuOX2D1LUuCc4#1,1,<b>Dr. No</b>,5,5,2,0.400000,0.000000,2,0.400000,0.500000,1,0.200000,1.000000
advvqa-packet3-b-bzhflpiTuOX2D1LUuCc4,advvqa-packet3-b-bzhflpiTuOX2D1LUuCc4#2,2,<b>Thunderball</b>,5,5,2,0.400000,0.000000,3,0.600000,0.666667,0,0.000000,
advvqa-packet3-b-bzhflpiTuOX2D1LUuCc4,advvqa-packet3-b-bzhflpiTuOX2D1LUuCc4#3,3,<b>Spy Who Loved Me</b>,5,5,1,0.200000,0.000000,4,0.800000,0.750000,0,0.000000,
advvqa-packet3-b-cXVzhjVfw0rno7WTzhuL,advvqa-packet3-b-cXVzhjVfw0rno7WTzhuL#1,1,<b>MacBeth</b>,5,5,4,0.800000,1.000000,1,0.200000,1.000000,0,0.000000,
advvqa-packet3-b-cXVzhjVfw0rno7WTzhuL,advvqa-packet3-b-cXVzhjVfw0rno7WTzhuL#2,2,<b>Whose Line Is It Anyway</b>,5,5,1,0.200000,1.000000,3,0.600000,1.000000,1,0.200000,1.000000
advvqa-packet3-b-cXVzhjVfw0rno7WTzhuL,advvqa-packet3-b-cXVzhjVfw0rno7WTzhuL#3,3,<b>Edward Scissorhands</b>,5,5,5,1.000000,1.000000,0,0.000000,,0,0.000000,
advvqa-packet3-b-d9Cb9JlBYfXpVF42szPr,advvqa-packet3-b-d9Cb9JlBYfXpVF42szPr#1,1,<b>Napoleon Dynamite</b>,5,5,0,0.000000,,5,1.000000,1.000000,0,0.000000,
advvqa-packet3-b-d9Cb9JlBYfXpVF42szPr,advvqa-packet3-b-d9Cb9JlBYfXpVF42szPr#2,2,<b>Fullmetal Alchemist</b>,5,5,2,0.400000,1.000000,3,0.600000,1.000000,0,0.000000,
advvqa-packet3-b-d9Cb9JlBYfXpVF42szPr,advvqa-packet3-b-d9Cb9JlBYfXpVF42szPr#3,3,<b>Portal</b>,5,5,3,0.600000,1.000000,1,0.200000,1.000000,1,0.200000,1.000000
advvqa-packet3-b-jcKUHDw334yMauf9RAIR,advvqa-packet3-b-jcKUHDw334yMauf9RAIR#1,1,<b>Simpsons</b>,5,5,0,0.000000,,2,0.400000,0.000000,3,0.600000,1.000000
advvqa-packet3-b-jcKUHDw334yMauf9RAIR,advvqa-packet3-b-jcKUHDw334yMauf9RAIR#2,2,<b>Tamagotchi</b>,5,5,4,0.800000,1.000000,1,0.200000,1.000000,0,0.000000,
advvqa-packet3-b-jcKUHDw334yMauf9RAIR,advvqa-packet3-b-jcKUHDw334yMauf9RAIR#3,3,<b>Attack on Titan</b>,5,5,4,0.800000,1.000000,1,0.200000,0.000000,0,0.000000,
advvqa-packet3-b-kzerchXe5W8OlwQ0fIt9,advvqa-packet3-b-kzerchXe5W8OlwQ0fIt9#1,1,<b>Over the Hedge</b>,5,5,2,0.400000,0.500000,3,0.600000,1.000000,0,0.000000,
advvqa-packet3-b-kzerchXe5W8OlwQ0fIt9,advvqa-packet3-b-kzerchXe5W8OlwQ0fIt9#2,2,<b>Wall-E</b>,5,5,3,0.600000,1.000000,2,0.400000,1.000000,0,0.000000,
advvqa-packet3-b-kzerchXe5W8OlwQ0fIt9,advvqa-packet3-b-kzerchXe5W8OlwQ0fIt9#3,3,<b>Shark Tale</b>,5,5,4,0.800000,0.500000,1,0.200000,1.000000,0,0.000000,
advvqa-packet3-b-loJyCQy0OKi0ovkJxpV6,advvqa-packet3-b-loJyCQy0OKi0ovkJxpV6#1,1,<b>Jaws</b>,5,5,4,0.800000,1.000000,1,0.200000,1.000000,0,0.000000,
advvqa-packet3-b-loJyCQy0OKi0ovkJxpV6,advvqa-packet3-b-loJyCQy0OKi0ovkJxpV6#2,2,<b>The Polar Express</b>,5,5,0,0.000000,,5,1.000000,1.000000,0,0.000000,
advvqa-packet3-b-loJyCQy0OKi0ovkJxpV6,advvqa-packet3-b-loJyCQy0OKi0ovkJxpV6#3,3,<b>Myst</b>,5,5,1,0.200000,1.000000,4,0.800000,1.000000,0,0.000000,
advvqa-packet3-b-r5rihudcKdLdScE2rzk9,advvqa-packet3-b-r5rihudcKdLdScE2rzk9#1,1,"<b>Skywalker, Sky-Walker, Sky Walker</b>",5,5,3,0.600000,1.000000,2,0.400000,1.000000,0,0.000000,
advvqa-packet3-b-r5rihudcKdLdScE2rzk9,advvqa-packet3-b-r5rihudcKdLdScE2rzk9#2,2,<b>Chesterton</b>,5,5,1,0.200000,1.000000,4,0.800000,1.000000,0,0.000000,
advvqa-packet3-b-r5rihudcKdLdScE2rzk9,advvqa-packet3-b-r5rihudcKdLdScE2rzk9#3,3,<b>Swamp Thing</b>,5,5,1,0.200000,1.000000,4,0.800000,1.000000,0,0.000000,
advvqa-packet3-b-rdBFzeM4y9sHCVQfaFs4,advvqa-packet3-b-rdBFzeM4y9sHCVQfaFs4#1,1,<b>Carl Wilson</b>,5,5,2,0.400000,0.000000,3,0.600000,0.333333,0,0.000000,
advvqa-packet3-b-rdBFzeM4y9sHCVQfaFs4,advvqa-packet3-b-rdBFzeM4y9sHCVQfaFs4#2,2,<b>Mel B (Scary Spice)</b>,5,5,2,0.400000,1.000000,3,0.600000,0.333333,0,0.000000,
advvqa-packet3-b-rdBFzeM4y9sHCVQfaFs4,advvqa-packet3-b-rdBFzeM4y9sHCVQfaFs4#3,3,<b>Gene Simmons (The Demon)</b>,5,5,3,0.600000,1.000000,2,0.400000,0.500000,0,0.000000,
advvqa-packet3-b-t2HZ3kTSmoXtErgbe2m8,advvqa-packet3-b-t2HZ3kTSmoXtErgbe2m8#1,1,<b>Too Hot to Handle</b>,5,5,1,0.200000,1.000000,4,0.800000,0.500000,0,0.000000,
advvqa-packet3-b-t2HZ3kTSmoXtErgbe2m8,advvqa-packet3-b-t2HZ3kTSmoXtErgbe2m8#2,2,<b>Perfect Match</b>,5,5,1,0.200000,0.000000,4,0.800000,0.750000,0,0.000000,
advvqa-packet3-b-t2HZ3kTSmoXtErgbe2m8,advvqa-packet3-b-t2HZ3kTSmoXtErgbe2m8#3,3,<b>Million Dollar Secret</b>,5,5,0,0.000000,,4,0.800000,0.000000,1,0.200000,1.000000
advvqa-packet3-b-v2rXBD7yUVqYjIM179JE,advvqa-packet3-b-v2rXBD7yUVqYjIM179JE#1,1,<b>(I've Had) The Time of My Life</b>,5,5,0,0.000000,,2,0.400000,0.500000,3,0.600000,1.000000
advvqa-packet3-b-v2rXBD7yUVqYjIM179JE,advvqa-packet3-b-v2rXBD7yUVqYjIM179JE#2,2,<b>Where You Are</b>,5,5,0,0.000000,,3,0.600000,0.333333,2,0.400000,1.000000
advvqa-packet3-b-v2rXBD7yUVqYjIM179JE,advvqa-packet3-b-v2rXBD7yUVqYjIM179JE#3,3,<b>Promiscuous</b>,5,5,1,0.200000,0.000000,3,0.600000,1.000000,1,0.200000,1.000000
advvqa-packet3-b-xQjomkAyJTFMM6ZMoLpD,advvqa-packet3-b-xQjomkAyJTFMM6ZMoLpD#1,1,<b>Tucker Carlson</b>,5,5,2,0.400000,1.000000,1,0.200000,0.000000,2,0.400000,1.000000
advvqa-packet3-b-xQjomkAyJTFMM6ZMoLpD,advvqa-packet3-b-xQjomkAyJTFMM6ZMoLpD#2,2,<b>Keith Morrison</b>,5,5,0,0.000000,,4,0.800000,0.000000,1,0.200000,1.000000
advvqa-packet3-b-xQjomkAyJTFMM6ZMoLpD,advvqa-packet3-b-xQjomkAyJTFMM6ZMoLpD#3,3,<b>James Brown</b>,5,5,2,0.400000,0.500000,2,0.400000,1.000000,1,0.200000,1.000000
advvqa-packet3-b-yz1HsdJ9KiZEhgKzaKhU,advvqa-packet3-b-yz1HsdJ9KiZEhgKzaKhU#1,1,<b>The Lobster</b>,4,4,3,0.750000,1.000000,0,0.000000,,1,0.250000,1.000000
advvqa-packet3-b-yz1HsdJ9KiZEhgKzaKhU,advvqa-packet3-b-yz1HsdJ9KiZEhgKzaKhU#2,2,<b>Nine Lives</b>,4,4,1,0.250000,1.000000,2,0.500000,1.000000,1,0.250000,1.000000
advvqa-packet3-b-yz1HsdJ9KiZEhgKzaKhU,advvqa-packet3-b-yz1HsdJ9KiZEhgKzaKhU#3,3,<b>The Shaggy Dog</b>,4,4,0,0.000000,,3,0.750000,1.000000,1,0.250000,1.000000
advvqa-packet4-b-2BG4UBOVzSW0gRjA32mS,advvqa-packet4-b-2BG4UBOVzSW0gRjA32mS#1,1,<b>Carmen</b>,5,5,2,0.400000,1.000000,3,0.600000,1.000000,0,0.000000,
advvqa-packet4-b-2BG4UBOVzSW0gRjA32mS,advvqa-packet4-b-2BG4UBOVzSW0gRjA32mS#2,2,<b>Tatiana</b>,5,5,1,0.200000,1.000000,3,0.600000,1.000000,1,0.200000,1.000000
advvqa-packet4-b-2BG4UBOVzSW0gRjA32mS,advvqa-packet4-b-2BG4UBOVzSW0gRjA32mS#3,3,<b>Figaro</b>,5,5,0,0.000000,,5,1.000000,1.000000,0,0.000000,
advvqa-packet4-b-56cbhp0FfN8GmEh3xEEt,advvqa-packet4-b-56cbhp0FfN8GmEh3xEEt#1,1,<b>Peru</b>,4,4,2,0.500000,1.000000,1,0.250000,1.000000,1,0.250000,1.000000
advvqa-packet4-b-56cbhp0FfN8GmEh3xEEt,advvqa-packet4-b-56cbhp0FfN8GmEh3xEEt#2,2,<b>South Korea</b>,4,4,2,0.500000,0.500000,1,0.250000,1.000000,1,0.250000,1.000000
advvqa-packet4-b-56cbhp0FfN8GmEh3xEEt,advvqa-packet4-b-56cbhp0FfN8GmEh3xEEt#3,3,<b>St. Lucia</b>,4,4,0,0.000000,,1,0.250000,0.000000,3,0.750000,1.000000
advvqa-packet4-b-ENzwKPPns9EUzeByrVyv,advvqa-packet4-b-ENzwKPPns9EUzeByrVyv#1,1,<b>San Antonio</b>,5,5,0,0.000000,,4,0.800000,1.000000,1,0.200000,1.000000
advvqa-packet4-b-ENzwKPPns9EUzeByrVyv,advvqa-packet4-b-ENzwKPPns9EUzeByrVyv#2,2,<b>Pasadena</b>,5,5,2,0.400000,1.000000,3,0.600000,1.000000,0,0.000000,
advvqa-packet4-b-ENzwKPPns9EUzeByrVyv,advvqa-packet4-b-ENzwKPPns9EUzeByrVyv#3,3,<b>Boston</b>,5,5,0,0.000000,,3,0.600000,1.000000,2,0.400000,0.500000
advvqa-packet4-b-KmqloGoz75kLD8EJFXKm,advvqa-packet4-b-KmqloGoz75kLD8EJFXKm#1,1,<b>Edinburgh</b>,5,5,0,0.000000,,4,0.800000,0.750000,1,0.200000,1.000000
advvqa-packet4-b-KmqloGoz75kLD8EJFXKm,advvqa-packet4-b-KmqloGoz75kLD8EJFXKm#2,2,<b>London</b>,5,5,5,1.000000,1.000000,0,0.000000,,0,0.000000,
advvqa-packet4-b-KmqloGoz75kLD8EJFXKm,advvqa-packet4-b-KmqloGoz75kLD8EJFXKm#3,3,<b>Berlin</b>,5,5,4,0.800000,0.750000,1,0.200000,1.000000,0,0.000000,
advvqa-packet4-b-LKmMVniSIVg8XOa3p2Wy,advvqa-packet4-b-LKmMVniSIVg8XOa3p2Wy#1,1,<b>The Milkmaid [accept The Kitchen Maid]</b>,5,5,0,0.000000,,3,0.600000,0.333333,2,0.400000,1.000000
advvqa-packet4-b-LKmMVniSIVg8XOa3p2Wy,advvqa-packet4-b-LKmMVniSIVg8XOa3p2Wy#2,2,<b>The Allegory of Painting [accept The Art of Painting]</b>,5,5,2,0.400000,0.500000,2,0.400000,1.000000,1,0.200000,1.000000
advvqa-packet4-b-LKmMVniSIVg8XOa3p2Wy,advvqa-packet4-b-LKmMVniSIVg8XOa3p2Wy#3,3,<b>Girl with a Pearl Earring</b>,5,5,3,0.600000,1.000000,1,0.200000,1.000000,1,0.200000,1.000000
advvqa-packet4-b-LmjDJkvMoEaXm5ByTPZj,advvqa-packet4-b-LmjDJkvMoEaXm5ByTPZj#1,1,<b>Louvre</b>,5,5,2,0.400000,1.000000,2,0.400000,1.000000,1,0.200000,0.000000
advvqa-packet4-b-LmjDJkvMoEaXm5ByTPZj,advvqa-packet4-b-LmjDJkvMoEaXm5ByTPZj#2,2,<b>Prado</b>,5,5,3,0.600000,1.000000,2,0.400000,1.000000,0,0.000000,
advvqa-packet4-b-LmjDJkvMoEaXm5ByTPZj,advvqa-packet4-b-LmjDJkvMoEaXm5ByTPZj#3,3,<b>Art Institute of Chicago</b>,5,5,4,0.800000,0.500000,1,0.200000,1.000000,0,0.000000,
advvqa-packet4-b-MDcml0H3P5wwYlhjZdDr,advvqa-packet4-b-MDcml0H3P5wwYlhjZdDr#1,1,<b>aye-aye</b>,5,5,3,0.600000,0.333333,1,0.200000,0.000000,1,0.200000,1.000000
advvqa-packet4-b-MDcml0H3P5wwYlhjZdDr,advvqa-packet4-b-MDcml0H3P5wwYlhjZdDr#2,2,<b>wombat</b>,5,5,3,0.600000,0.666667,2,0.400000,0.500000,0,0.000000,
advvqa-packet4-b-MDcml0H3P5wwYlhjZdDr,advvqa-packet4-b-MDcml0H3P5wwYlhjZdDr#3,3,<b>kea</b>,5,5,4,0.800000,0.750000,1,0.200000,0.000000,0,0.000000,
advvqa-packet4-b-P1a1EhFU5deRhjv1AWyS,advvqa-packet4-b-P1a1EhFU5deRhjv1AWyS#1,1,<b>north</b>,5,5,1,0.200000,1.000000,4,0.800000,1.000000,0,0.000000,
advvqa-packet4-b-P1a1EhFU5deRhjv1AWyS,advvqa-packet4-b-P1a1EhFU5deRhjv1AWyS#2,2,<b>port</b>,5,5,3,0.600000,1.000000,2,0.400000,1.000000,0,0.000000,
advvqa-packet4-b-P1a1EhFU5deRhjv1AWyS,advvqa-packet4-b-P1a1EhFU5deRhjv1AWyS#3,3,<b>black</b>,5,5,3,0.600000,0.666667,1,0.200000,0.000000,1,0.200000,1.000000
advvqa-packet4-b-TlZYFJa3StApguWEpOkb,advvqa-packet4-b-TlZYFJa3StApguWEpOkb#1,1,<b>Red Sea</b>,5,5,2,0.400000,1.000000,2,0.400000,0.500000,1,0.200000,1.000000
advvqa-packet4-b-TlZYFJa3StApguWEpOkb,advvqa-packet4-b-TlZYFJa3StApguWEpOkb#2,2,<b>Lake Titicaca</b>,5,5,1,0.200000,0.000000,1,0.200000,0.000000,3,0.600000,1.000000
advvqa-packet4-b-TlZYFJa3StApguWEpOkb,advvqa-packet4-b-TlZYFJa3StApguWEpOkb#3,3,<b>Caspian Sea</b>,5,5,2,0.400000,1.000000,2,0.400000,0.000000,1,0.200000,1.000000
advvqa-packet4-b-UuoephrMMiqiFSr4Ycvn,advvqa-packet4-b-UuoephrMMiqiFSr4Ycvn#1,1,<b>Contralto [or alto]</b>,5,5,2,0.400000,0.500000,3,0.600000,0.666667,0,0.000000,
advvqa-packet4-b-UuoephrMMiqiFSr4Ycvn,advvqa-packet4-b-UuoephrMMiqiFSr4Ycvn#2,2,<b>Soprano</b>,5,5,3,0.600000,1.000000,2,0.400000,1.000000,0,0.000000,
advvqa-packet4-b-UuoephrMMiqiFSr4Ycvn,advvqa-packet4-b-UuoephrMMiqiFSr4Ycvn#3,3,<b>Tenor</b>,5,5,4,0.800000,1.000000,1,0.200000,1.000000,0,0.000000,
advvqa-packet4-b-bqQk9A6lTYVfwzNnVG2N,advvqa-packet4-b-bqQk9A6lTYVfwzNnVG2N#1,1,<b>jollof rice</b>,5,5,2,0.400000,0.500000,1,0.200000,0.000000,2,0.400000,1.000000
advvqa-packet4-b-bqQk9A6lTYVfwzNnVG2N,advvqa-packet4-b-bqQk9A6lTYVfwzNnVG2N#2,2,<b>Mocha/Mokha/Mukha</b>,5,5,1,0.200000,0.000000,3,0.600000,1.000000,1,0.200000,0.000000
advvqa-packet4-b-bqQk9A6lTYVfwzNnVG2N,advvqa-packet4-b-bqQk9A6lTYVfwzNnVG2N#3,3,<b>Mediterranean Sea</b>,5,5,1,0.200000,1.000000,1,0.200000,0.000000,3,0.600000,1.000000
advvqa-packet4-b-eHzzmH3cGhitonhUqV84,advvqa-packet4-b-eHzzmH3cGhitonhUqV84#1,1,<b>Swan Lake</b>,5,5,5,1.000000,1.000000,0,0.000000,,0,0.000000,
advvqa-packet4-b-eHzzmH3cGhitonhUqV84,advvqa-packet4-b-eHzzmH3cGhitonhUqV84#2,2,<b>Don Quixote</b>,5,5,0,0.000000,,5,1.000000,1.000000,0,0.000000,
advvqa-packet4-b-eHzzmH3cGhitonhUqV84,advvqa-packet4-b-eHzzmH3cGhitonhUqV84#3,3,<b>Rodeo</b>,5,5,2,0.400000,0.500000,3,0.600000,1.000000,0,0.000000,
advvqa-packet4-b-fIx0tZH6tM6Mgo0Pl54W,advvqa-packet4-b-fIx0tZH6tM6Mgo0Pl54W#1,1,<b>Istanbulgaria</b>,2,2,2,1.000000,0.500000,0,0.000000,,0,0.000000,
advvqa-packet4-b-fIx0tZH6tM6Mgo0Pl54W,advvqa-packet4-b-fIx0tZH6tM6Mgo0Pl54W#2,2,<b>Chimborazores</b>,2,2,0,0.000000,,2,1.000000,1.000000,0,0.000000,
advvqa-packet4-b-fIx0tZH6tM6Mgo0Pl54W,advvqa-packet4-b-fIx0tZH6tM6Mgo0Pl54W#3,3,<b>Banguilla</b>,2,2,0,0.000000,,2,1.000000,1.000000,0,0.000000,
advvqa-packet4-b-hU9AyK84Jdf1Y6c0bOKp,advvqa-packet4-b-hU9AyK84Jdf1Y6c0bOKp#1,1,<b>Frida Kahlo</b>,5,5,3,0.600000,0.333333,2,0.400000,0.000000,0,0.000000,
advvqa-packet4-b-hU9AyK84Jdf1Y6c0bOKp,advvqa-packet4-b-hU9AyK84Jdf1Y6c0bOKp#2,2,<b>George Washington</b>,5,5,5,1.000000,1.000000,0,0.000000,,0,0.000000,
advvqa-packet4-b-hU9AyK84Jdf1Y6c0bOKp,advvqa-packet4-b-hU9AyK84Jdf1Y6c0bOKp#3,3,<b>Mona Lisa [accept Lisa del Giocondo; accept La Gioconda]</b>,5,5,5,1.000000,1.000000,0,0.000000,,0,0.000000,
advvqa-packet4-b-m6WOzxh1Y7LF5nFnxAfw,advvqa-packet4-b-m6WOzxh1Y7LF5nFnxAfw#1,1,<b>Mozambique</b>,5,5,3,0.600000,1.000000,1,0.200000,1.000000,1,0.200000,0.000000
advvqa-packet4-b-m6WOzxh1Y7LF5nFnxAfw,advvqa-packet4-b-m6WOzxh1Y7LF5nFnxAfw#2,2,<b>Kyrgyzstan</b>,5,5,0,0.000000,,4,0.800000,0.250000,1,0.200000,1.000000
advvqa-packet4-b-m6WOzxh1Y7LF5nFnxAfw,advvqa-packet4-b-m6WOzxh1Y7LF5nFnxAfw#3,3,<b>Papua New Guinea</b>,5,5,3,0.600000,0.333333,2,0.400000,1.000000,0,0.000000,
advvqa-packet4-b-pcAndeCbBOtM2yraTYNF,advvqa-packet4-b-pcAndeCbBOtM2yraTYNF#1,1,<b>Gateway Arch</b>,5,5,2,0.400000,0.000000,3,0.600000,0.333333,0,0.000000,
advvqa-packet4-b-pcAndeCbBOtM2yraTYNF,advvqa-packet4-b-pcAndeCbBOtM2yraTYNF#2,2,<b>Christ the Redeemer</b>,5,5,2,0.400000,0.500000,3,0.600000,0.666667,0,0.000000,
advvqa-packet4-b-pcAndeCbBOtM2yraTYNF,advvqa-packet4-b-pcAndeCbBOtM2yraTYNF#3,3,<b>Petronas Towers (or Petronas Twin Towers)</b>,5,5,3,0.600000,1.000000,1,0.200000,1.000000,1,0.200000,1.000000
advvqa-packet4-b-uSO62CnzwnuvORxgPL3I,advvqa-packet4-b-uSO62CnzwnuvORxgPL3I#1,1,<b>Piano</b>,5,5,5,1.000000,1.000000,0,0.000000,,0,0.000000,
advvqa-packet4-b-uSO62CnzwnuvORxgPL3I,advvqa-packet4-b-uSO62CnzwnuvORxgPL3I#2,2,<b>Violin</b>,5,5,4,0.800000,1.000000,1,0.200000,0.000000,0,0.000000,
advvqa-packet4-b-uSO62CnzwnuvORxgPL3I,advvqa-packet4-b-uSO62CnzwnuvORxgPL3I#3,3,<b>Cello</b>,5,5,2,0.400000,1.000000,2,0.400000,1.000000,1,0.200000,1.000000
advvqa-packet4-b-v634Lk5xHSat6ltEL0gf,advvqa-packet4-b-v634Lk5xHSat6ltEL0gf#1,1,"<b>Mongolia, China</b>",5,5,2,0.400000,1.000000,2,0.400000,0.500000,1,0.200000,1.000000
advvqa-packet4-b-v634Lk5xHSat6ltEL0gf,advvqa-packet4-b-v634Lk5xHSat6ltEL0gf#2,2,"<b>Thailand, Myanmar</b>",5,5,0,0.000000,,4,0.800000,0.000000,1,0.200000,1.000000
advvqa-packet4-b-v634Lk5xHSat6ltEL0gf,advvqa-packet4-b-v634Lk5xHSat6ltEL0gf#3,3,"<b>Democratic Republic of the Congo (or DRC), Zambia</b>",5,5,0,0.000000,,1,0.200000,0.000000,4,0.800000,1.000000
advvqa-packet4-b-vv1seeDRWcei0NEoFjr6,advvqa-packet4-b-vv1seeDRWcei0NEoFjr6#1,1,<b>Didgeridoo</b>,5,5,5,1.000000,1.000000,0,0.000000,,0,0.000000,
advvqa-packet4-b-vv1seeDRWcei0NEoFjr6,advvqa-packet4-b-vv1seeDRWcei0NEoFjr6#2,2,<b>India</b>,5,5,5,1.000000,1.000000,0,0.000000,,0,0.000000,
