tournament,packet,qid,answerline,has_image,has_audio,plays,human_first_buzz_n,human_first_buzz_fraction,human_first_correct_n,human_first_buzz_accuracy,human_observed_solve_per_play,human_avg_position,question_max_position,human_avg_position_fraction,standalone_ai_n,standalone_ai_correct_n,standalone_ai_policy_solve_accuracy,standalone_ai_terminal_correct_n,standalone_ai_terminal_accuracy,raw_human_minus_ai_gap,wilson_conservative_gap,beta11_strict_adversarial_yield,logged_ai_first_exposure_n,logged_ai_first_evaluable_n,logged_ai_first_correct_equiv_n,logged_ai_first_accuracy_tie_averaged,logged_ai_first_avg_position,logged_ai_first_avg_position_fraction,logged_ai_first_tied_play_n,evidence_flag,interpretation_note,adversarial_rank
combined,4,advvqa-packet4-t-O1yyRkTLvQdrlqua3V0c,<b>Johann Wolfgang von Goethe</b>,True,False,5,4,0.8,4,1.0,0.8,24.25,59,0.411017,12,8,0.666667,9,0.75,0.133333,-0.486345,0.255102,3,3,1.0,0.333333,15.0,0.254237,0,moderate,Human solve/play is live and censored by earlier game resolution; standalone AI uses each fixed-roster model's own first-buzz policy (no buzz counts unsolved).,48
combined,4,advvqa-packet4-t-REYC2yK3nFZQvvqkNrXa,<b>sea</b>,True,False,5,3,0.6,2,0.666667,0.4,60.0,75,0.8,12,8,0.666667,9,0.75,-0.266667,-0.744259,0.153061,5,5,4.0,0.8,16.4,0.218667,2,moderate,Human solve/play is live and censored by earlier game resolution; standalone AI uses each fixed-roster model's own first-buzz policy (no buzz counts unsolved).,74
combined,4,advvqa-packet4-t-SthSdFIXXygj3uduwLeK,"<b>Washington, D.C.</b>",True,False,5,4,0.8,2,0.5,0.4,59.5,76,0.782895,12,0,0.0,11,0.916667,0.4,-0.124873,0.397959,5,5,0.0,0.0,11.0,0.144737,5,moderate,Human solve/play is live and censored by earlier game resolution; standalone AI uses each fixed-roster model's own first-buzz policy (no buzz counts unsolved).,20
combined,4,advvqa-packet4-t-SxqSqGQ1LYJ59RO4htDQ,<b>The Rite of Spring</b>,True,False,5,4,0.8,4,1.0,0.8,20.25,48,0.421875,12,11,0.916667,12,1.0,-0.116667,-0.6096,0.102041,3,3,1.0,0.333333,14.0,0.291667,1,moderate,Human solve/play is live and censored by earlier game resolution; standalone AI uses each fixed-roster model's own first-buzz policy (no buzz counts unsolved).,60
combined,4,advvqa-packet4-t-U423cT3kEZQrNXlsHNZU,<b>egg</b>,True,False,5,2,0.4,1,0.5,0.2,49.0,62,0.790323,12,6,0.5,10,0.833333,-0.3,-0.709994,0.142857,5,5,0.0,0.0,12.2,0.196774,0,moderate,Human solve/play is live and censored by earlier game resolution; standalone AI uses each fixed-roster model's own first-buzz policy (no buzz counts unsolved).,71
combined,4,advvqa-packet4-t-amzwpECJchH2gf3azeJh,<b>Mexico</b>,True,False,5,4,0.8,3,0.75,0.6,58.0,69,0.84058,12,5,0.416667,11,0.916667,0.183333,-0.449764,0.326531,5,5,0.5,0.1,9.6,0.13913,3,moderate,Human solve/play is live and censored by earlier game resolution; standalone AI uses each fixed-roster model's own first-buzz policy (no buzz counts unsolved).,45
combined,4,advvqa-packet4-t-atvPnPQcM0FFyFz6oRh5,<b>Antonio Canova</b>,True,False,5,3,0.6,2,0.666667,0.4,27.333,57,0.479532,12,9,0.75,10,0.833333,-0.35,-0.793438,0.122449,4,4,4.0,1.0,14.25,0.25,1,moderate,Human solve/play is live and censored by earlier game resolution; standalone AI uses each fixed-roster model's own first-buzz policy (no buzz counts unsolved).,83
combined,4,advvqa-packet4-t-ftLJXrWhRtZa9W5sPFwP,<b>Gustave Eiffel/Alexandre Gustave Eiffel</b>,True,False,5,3,0.6,2,0.666667,0.4,53.0,80,0.6625,12,0,0.0,0,0.0,0.4,-0.124873,0.397959,5,5,0.0,0.0,11.4,0.1425,2,moderate,Human solve/play is live and censored by earlier game resolution; standalone AI uses each fixed-roster model's own first-buzz policy (no buzz counts unsolved).,21
combined,4,advvqa-packet4-t-lFtMblSONntfsqyh20ka,<b>Jamaica</b>,True,False,5,5,1.0,5,1.0,1.0,74.4,109,0.682569,12,7,0.583333,12,1.0,0.416667,-0.241222,0.367347,5,5,2.0,0.4,51.8,0.475229,0,moderate,Human solve/play is live and censored by earlier game resolution; standalone AI uses each fixed-roster model's own first-buzz policy (no buzz counts unsolved).,28
combined,4,advvqa-packet4-t-lhD7XUa6TEodN6cfFSzb,<b>John Conway</b>,True,False,5,4,0.8,2,0.5,0.4,71.0,141,0.503546,12,3,0.25,10,0.833333,0.15,-0.414685,0.306122,5,5,0.0,0.0,35.6,0.252482,1,moderate,Human solve/play is live and censored by earlier game resolution; standalone AI uses each fixed-roster model's own first-buzz policy (no buzz counts unsolved).,40
combined,4,advvqa-packet4-t-nDlQGIq6PEEQEOIiSbAf,<b>Rosalind Franklin</b>,True,False,5,4,0.8,4,1.0,0.8,43.0,109,0.394495,12,12,1.0,12,1.0,-0.2,-0.624465,0.05102,5,5,5.0,1.0,22.6,0.207339,0,moderate,Human solve/play is live and censored by earlier game resolution; standalone AI uses each fixed-roster model's own first-buzz policy (no buzz counts unsolved).,62
combined,4,advvqa-packet4-t-r059KXaLJFhyH037WaXB,<b>Joseph Stalin</b>,True,False,5,4,0.8,3,0.75,0.6,26.25,38,0.690789,12,6,0.5,11,0.916667,0.1,-0.515494,0.285714,5,5,1.0,0.2,16.0,0.421053,0,moderate,Human solve/play is live and censored by earlier game resolution; standalone AI uses each fixed-roster model's own first-buzz policy (no buzz counts unsolved).,51
combined,4,advvqa-packet4-t-t5g7AuUI7qtpnK9CXh0l,<b>Viola</b>,True,False,5,4,0.8,3,0.75,0.6,37.75,80,0.471875,12,6,0.5,11,0.916667,0.1,-0.515494,0.285714,5,5,1.0,0.2,24.2,0.3025,0,moderate,Human solve/play is live and censored by earlier game resolution; standalone AI uses each fixed-roster model's own first-buzz policy (no buzz counts unsolved).,52
combined,4,advvqa-packet4-t-xeQ0nXBIAAoLs1okPf4V,<b>The Magic Flute/Die Zauberflöte</b>,True,False,5,4,0.8,3,0.75,0.6,18.5,72,0.256944,12,0,0.0,0,0.0,0.6,-0.01177,0.530612,5,5,0.0,0.0,8.4,0.116667,4,moderate,Human solve/play is live and censored by earlier game resolution; standalone AI uses each fixed-roster model's own first-buzz policy (no buzz counts unsolved).,13
combined,6,advvqa-packet6-t-2qjNtyR0Nu4o5kUO7P0k,<b>Jennie</b>,True,False,5,3,0.6,0,0.0,0.0,48.0,77,0.623377,13,5,0.384615,10,0.769231,-0.384615,-0.644771,0.085714,5,5,0.0,0.0,18.0,0.233766,0,moderate,Human solve/play is live and censored by earlier game resolution; standalone AI uses each fixed-roster model's own first-buzz policy (no buzz counts unsolved).,65
combined,6,advvqa-packet6-t-5MatyK477236dIHxYPSC,<b>tennis</b>,True,False,5,1,0.2,1,1.0,0.2,104.0,123,0.845528,13,7,0.538462,13,1.0,-0.338462,-0.731715,0.133333,5,5,0.0,0.0,31.0,0.252033,1,moderate,Human solve/play is live and censored by earlier game resolution; standalone AI uses each fixed-roster model's own first-buzz policy (no buzz counts unsolved).,73
combined,6,advvqa-packet6-t-MeeiRlMyb74tgdkmcKNJ,<b>_birth_ (accept equivalents) of _Tristram Shandy_ (prompt on partial answers)</b>,True,False,5,4,0.8,4,1.0,0.8,86.5,149,0.580537,13,0,0.0,0,0.0,0.8,0.147439,0.666667,5,5,0.0,0.0,27.6,0.185235,0,moderate,Human solve/play is live and censored by earlier game resolution; standalone AI uses each fixed-roster model's own first-buzz policy (no buzz counts unsolved).,4
combined,6,advvqa-packet6-t-MtrAEuaV9YGgWcrVaHpi,<b>1790s</b>,True,False,5,2,0.4,0,0.0,0.0,56.5,79,0.71519,13,6,0.461538,12,0.923077,-0.461538,-0.708562,0.07619,5,5,1.0,0.2,30.4,0.38481,1,moderate,Human solve/play is live and censored by earlier game resolution; standalone AI uses each fixed-roster model's own first-buzz policy (no buzz counts unsolved).,70
combined,6,advvqa-packet6-t-OxmlN1vTMijiBk9MXGrL,<b>Pablo Neruda</b>,True,False,5,2,0.4,2,1.0,0.4,48.0,119,0.403361,13,12,0.923077,13,1.0,-0.523077,-0.868669,0.057143,5,5,4.0,0.8,27.2,0.228571,3,moderate,Human solve/play is live and censored by earlier game resolution; standalone AI uses each fixed-roster model's own first-buzz policy (no buzz counts unsolved).,92
combined,6,advvqa-packet6-t-SBW85thuNDNcjSEc5z0p,<b>A</b>,True,False,5,5,1.0,2,0.4,0.4,28.0,72,0.388889,13,0,0.0,0,0.0,0.4,-0.110475,0.4,5,5,0.0,0.0,10.4,0.144444,3,moderate,Human solve/play is live and censored by earlier game resolution; standalone AI uses each fixed-roster model's own first-buzz policy (no buzz counts unsolved).,19
combined,6,advvqa-packet6-t-Wt0lB9TAUrX6lkLBO7Ch,<b>(A / the) _mousetrap_</b>,True,False,5,3,0.6,1,0.333333,0.2,42.333,127,0.333333,13,6,0.461538,11,0.846154,-0.261538,-0.672338,0.152381,5,5,0.0,0.0,22.2,0.174803,0,moderate,Human solve/play is live and censored by earlier game resolution; standalone AI uses each fixed-roster model's own first-buzz policy (no buzz counts unsolved).,67
combined,6,advvqa-packet6-t-cBnkwWk4N0WYLp9ghhTm,<b>Gettysburg</b>,True,False,5,3,0.6,3,1.0,0.6,52.667,100,0.526667,13,12,0.923077,13,1.0,-0.323077,-0.755565,0.07619,4,4,3.0,0.75,33.25,0.3325,1,moderate,Human solve/play is live and censored by earlier game resolution; standalone AI uses each fixed-roster model's own first-buzz policy (no buzz counts unsolved).,77
combined,6,advvqa-packet6-t-e9ft3dxutgQQP1r5YXeP,<b>_Battle Royale_ or _Batoru Rowaiaru_</b>,True,False,5,4,0.8,3,0.75,0.6,91.75,147,0.62415,13,0,0.0,0,0.0,0.6,0.002629,0.533333,5,5,0.0,0.0,23.8,0.161905,0,moderate,Human solve/play is live and censored by earlier game resolution; standalone AI uses each fixed-roster model's own first-buzz policy (no buzz counts unsolved).,11
combined,6,advvqa-packet6-t-eoJ4tiogYH1fYAlH4ghT,<b>stuttering</b>,True,False,5,4,0.8,3,0.75,0.6,40.25,102,0.394608,13,6,0.461538,13,1.0,0.138462,-0.477838,0.304762,5,5,1.0,0.2,24.6,0.241176,1,moderate,Human solve/play is live and censored by earlier game resolution; standalone AI uses each fixed-roster model's own first-buzz policy (no buzz counts unsolved).,47
combined,6,advvqa-packet6-t-iwVeaRx4m9Ax9WsPkiFf,<b>George R. R. Martin [accept George Raymond Richard Martin]</b>,True,False,5,4,0.8,3,0.75,0.6,75.5,94,0.803191,13,0,0.0,0,0.0,0.6,0.002629,0.533333,5,5,0.0,0.0,13.8,0.146809,1,moderate,Human solve/play is live and censored by earlier game resolution; standalone AI uses each fixed-roster model's own first-buzz policy (no buzz counts unsolved).,12
qanta26-offline,6,advvqa-packet6-t-687RrcGKj8sUW5ucnqkC,<b>stratovolcano [accept composite volcano]</b>,True,False,2,2,1.0,1,0.5,0.5,29.0,109,0.266055,13,0,0.0,0,0.0,0.5,-0.133564,0.466667,2,2,0.0,0.0,14.0,0.12844,1,insufficient,Human solve/play is live and censored by earlier game resolution; standalone AI uses each fixed-roster model's own first-buzz policy (no buzz counts unsolved).,
qanta26-offline,6,advvqa-packet6-t-7fSYRXUZbKhUkEWY9aga,<b>Rocky Mountains</b>,True,False,2,2,1.0,2,1.0,1.0,41.0,70,0.585714,13,12,0.923077,13,1.0,0.076923,-0.643909,0.1,2,2,2.0,1.0,15.5,0.221429,1,insufficient,Human solve/play is live and censored by earlier game resolution; standalone AI uses each fixed-roster model's own first-buzz policy (no buzz counts unsolved).,
qanta26-offline,6,advvqa-packet6-t-7lEmcHUoKZakQUJVaZfQ,<b>Aida</b>,True,False,2,2,1.0,2,1.0,1.0,35.5,65,0.546154,13,13,1.0,13,1.0,0.0,-0.65762,0.05,2,2,2.0,1.0,18.0,0.276923,2,insufficient,Human solve/play is live and censored by earlier game resolution; standalone AI uses each fixed-roster model's own first-buzz policy (no buzz counts unsolved).,
qanta26-offline,6,advvqa-packet6-t-FH8JGUILacKWX2nTefaD,<b>The Super Mario Bros. Movie [accept The Mario Movie]</b>,True,False,2,2,1.0,1,0.5,0.5,37.0,129,0.286822,13,0,0.0,0,0.0,0.5,-0.133564,0.466667,1,1,0.0,0.0,28.0,0.217054,1,insufficient,Human solve/play is live and censored by earlier game resolution; standalone AI uses each fixed-roster model's own first-buzz policy (no buzz counts unsolved).,
qanta26-offline,6,advvqa-packet6-t-IyVlOlpQxcH0o6V9tLJ7,<b>The Korean War</b>,True,False,2,2,1.0,2,1.0,1.0,21.0,74,0.283784,13,10,0.769231,13,1.0,0.230769,-0.575824,0.2,1,1,1.0,1.0,18.0,0.243243,1,insufficient,Human solve/play is live and censored by earlier game resolution; standalone AI uses each fixed-roster model's own first-buzz policy (no buzz counts unsolved).,
qanta26-offline,6,advvqa-packet6-t-OQitnm4abxopSfLNgZpP,<b>United States currency [accept U.S. currency; accept American money; prompt on money]</b>,True,False,2,2,1.0,0,0.0,0.0,22.0,103,0.213592,13,0,0.0,0,0.0,0.0,-0.228095,0.233333,2,2,0.0,0.0,11.5,0.11165,1,insufficient,Human solve/play is live and censored by earlier game resolution; standalone AI uses each fixed-roster model's own first-buzz policy (no buzz counts unsolved).,
qanta26-offline,6,advvqa-packet6-t-bbfutiLB4UxcCjKPDntu,<b>_proposals_ in _Pride and Prejudice_</b>,True,False,2,2,1.0,1,0.5,0.5,104.0,138,0.753623,13,0,0.0,0,0.0,0.5,-0.133564,0.466667,2,2,0.0,0.0,31.5,0.228261,0,insufficient,Human solve/play is live and censored by earlier game resolution; standalone AI uses each fixed-roster model's own first-buzz policy (no buzz counts unsolved).,
qanta26-offline,6,advvqa-packet6-t-eEXaeXtF1jreFOdMlv1X,<b>Sabzi Polo</b>,True,False,2,1,0.5,0,0.0,0.0,63.0,64,0.984375,13,13,1.0,13,1.0,-1.0,-1.0,0.016667,2,2,2.0,1.0,21.5,0.335938,1,insufficient,Human solve/play is live and censored by earlier game resolution; standalone AI uses each fixed-roster model's own first-buzz policy (no buzz counts unsolved).,
qanta26-offline,6,advvqa-packet6-t-zpnh32LsV6bUokglaDgS,<b>International Radiotelephony Spelling Alphabet [accept International Civil Aviation Organization Spelling Alphabet; accept NATO phonetic alphabet]</b>,True,False,2,2,1.0,1,0.5,0.5,20.5,120,0.170833,13,0,0.0,0,0.0,0.5,-0.133564,0.466667,2,2,0.0,0.0,15.5,0.129167,1,insufficient,Human solve/play is live and censored by earlier game resolution; standalone AI uses each fixed-roster model's own first-buzz policy (no buzz counts unsolved).,
qanta26-online,5,advvqa-packet5-t-CRNC5oHzpTDjvGonwNdA,<b>statistics</b>,True,False,1,1,1.0,0,0.0,0.0,60.0,131,0.458015,13,10,0.769231,12,0.923077,-0.769231,-0.918205,0.088889,0,0,0,,,,0,insufficient,Human solve/play is live and censored by earlier game resolution; standalone AI uses each fixed-roster model's own first-buzz policy (no buzz counts unsolved).,
qanta26-online,5,advvqa-packet5-t-Hmv1RMq59r9VklABzrzn,"<b>Hubble parameter, Hubble constant</b>",True,False,1,1,1.0,0,0.0,0.0,33.0,93,0.354839,13,0,0.0,0,0.0,0.0,-0.228095,0.311111,0,0,0,,,,0,insufficient,Human solve/play is live and censored by earlier game resolution; standalone AI uses each fixed-roster model's own first-buzz policy (no buzz counts unsolved).,
qanta26-online,5,advvqa-packet5-t-I0jty1iDUrUB5cMFgdCH,<b>Context-free languages or context free</b>,True,False,1,1,1.0,0,0.0,0.0,15.0,53,0.283019,13,0,0.0,0,0.0,0.0,-0.228095,0.311111,0,0,0,,,,0,insufficient,Human solve/play is live and censored by earlier game resolution; standalone AI uses each fixed-roster model's own first-buzz policy (no buzz counts unsolved).,
qanta26-online,5,advvqa-packet5-t-VzrCumSBX87JnIf8ehKt,<b>sea level</b>,True,False,1,1,1.0,1,1.0,1.0,98.0,99,0.989899,13,1,0.076923,12,0.923077,0.923077,-0.12659,0.577778,0,0,0,,,,0,insufficient,Human solve/play is live and censored by earlier game resolution; standalone AI uses each fixed-roster model's own first-buzz policy (no buzz counts unsolved).,
qanta26-online,5,advvqa-packet5-t-bYtiJRSNQ0xjAFD4lUgH,<b>hemoglobin</b>,True,False,1,1,1.0,1,1.0,1.0,89.0,105,0.847619,13,10,0.769231,12,0.923077,0.230769,-0.711655,0.177778,0,0,0,,,,0,insufficient,Human solve/play is live and censored by earlier game resolution; standalone AI uses each fixed-roster model's own first-buzz policy (no buzz counts unsolved).,
qanta26-online,5,advvqa-packet5-t-dYpC7okqKycOB2sUgCQR,<b>faults</b>,True,False,1,1,1.0,1,1.0,1.0,65.0,120,0.541667,13,5,0.384615,12,0.923077,0.615385,-0.438222,0.4,0,0,0,,,,0,insufficient,Human solve/play is live and censored by earlier game resolution; standalone AI uses each fixed-roster model's own first-buzz policy (no buzz counts unsolved).,
qanta26-online,5,advvqa-packet5-t-f2gHTH1m7ERBnpnPaa3e,<b>Black-body radiation</b>,True,False,1,1,1.0,1,1.0,1.0,44.0,78,0.564103,13,10,0.769231,13,1.0,0.230769,-0.711655,0.177778,0,0,0,,,,0,insufficient,Human solve/play is live and censored by earlier game resolution; standalone AI uses each fixed-roster model's own first-buzz policy (no buzz counts unsolved).,
qanta26-online,5,advvqa-packet5-t-piMkTxcl7hSIErHXzovZ,<b>Enigma machine</b>,True,False,1,1,1.0,1,1.0,1.0,22.0,108,0.203704,13,11,0.846154,12,0.923077,0.153846,-0.750193,0.133333,0,0,0,,,,0,insufficient,Human solve/play is live and censored by earlier game resolution; standalone AI uses each fixed-roster model's own first-buzz policy (no buzz counts unsolved).,
qanta26-online,5,advvqa-packet5-t-tfFfPpV8sVyypYyIyUP9,<b>temperature</b>,True,False,1,1,1.0,1,1.0,1.0,12.0,56,0.214286,13,2,0.153846,9,0.692308,0.846154,-0.215797,0.533333,0,0,0,,,,0,insufficient,Human solve/play is live and censored by earlier game resolution; standalone AI uses each fixed-roster model's own first-buzz policy (no buzz counts unsolved).,
qanta26-online,5,advvqa-packet5-t-ypEHZxOKGVgBppK2k6fr,<b>attention or self-attention or scaled dot product attention</b>,True,False,1,1,1.0,0,0.0,0.0,51.0,85,0.6,13,0,0.0,0,0.0,0.0,-0.228095,0.311111,0,0,0,,,,0,insufficient,Human solve/play is live and censored by earlier game resolution; standalone AI uses each fixed-roster model's own first-buzz policy (no buzz counts unsolved).,
qanta26-online,6,advvqa-packet6-t-687RrcGKj8sUW5ucnqkC,,,,1,1,1.0,0,0.0,0.0,23.0,,,0,0,,0,,,,0.166667,1,0,0,,7.0,,0,insufficient,Human solve/play is live and censored by earlier game resolution; standalone AI uses each fixed-roster model's own first-buzz policy (no buzz counts unsolved).,
qanta26-online,6,advvqa-packet6-t-7fSYRXUZbKhUkEWY9aga,<b>Rocky Mountains</b>,True,False,3,2,0.666667,2,1.0,0.666667,38.0,65,0.584615,13,2,0.153846,13,1.0,0.512821,-0.214687,0.48,3,3,2.0,0.666667,12.333,0.189744,0,limited,Human solve/play is live and censored by earlier game resolution; standalone AI uses each fixed-roster model's own first-buzz policy (no buzz counts unsolved).,27
qanta26-online,6,advvqa-packet6-t-7lEmcHUoKZakQUJVaZfQ,<b>Aida</b>,True,False,3,2,0.666667,2,1.0,0.666667,37.0,66,0.560606,13,13,1.0,13,1.0,-0.333333,-0.79234,0.04,3,3,3.0,1.0,15.333,0.232323,1,limited,Human solve/play is live and censored by earlier game resolution; standalone AI uses each fixed-roster model's own first-buzz policy (no buzz counts unsolved).,82
qanta26-online,6,advvqa-packet6-t-FH8JGUILacKWX2nTefaD,<b>The Super Mario Bros. Movie [accept The Mario Movie]</b>,True,False,3,2,0.666667,2,1.0,0.666667,25.0,132,0.189394,13,0,0.0,0,0.0,0.666667,-0.020436,0.56,3,2,0.0,0.0,23.667,0.179293,2,limited,Human solve/play is live and censored by earlier game resolution; standalone AI uses each fixed-roster model's own first-buzz policy (no buzz counts unsolved).,14
qanta26-online,6,advvqa-packet6-t-IyVlOlpQxcH0o6V9tLJ7,<b>The Korean War</b>,True,False,3,3,1.0,1,0.333333,0.333333,46.0,69,0.666667,13,8,0.615385,13,1.0,-0.282051,-0.761411,0.16,3,3,1.5,0.5,13.0,0.188406,1,limited,Human solve/play is live and censored by earlier game resolution; standalone AI uses each fixed-roster model's own first-buzz policy (no buzz counts unsolved).,78
qanta26-online,6,advvqa-packet6-t-OQitnm4abxopSfLNgZpP,"<b>pictures on the reverse of US money (accept logical equivalents, saying ""reverse"" is not required)</b>",True,False,3,1,0.333333,1,1.0,0.333333,46.0,90,0.511111,13,0,0.0,0,0.0,0.333333,-0.166603,0.373333,3,2,0.0,0.0,19.0,0.211111,1,limited,Human solve/play is live and censored by earlier game resolution; standalone AI uses each fixed-roster model's own first-buzz policy (no buzz counts unsolved).,22
qanta26-online,6,advvqa-packet6-t-bbfutiLB4UxcCjKPDntu,<b>_proposals_ in _Pride and Prejudice_</b>,True,False,3,3,1.0,2,0.666667,0.666667,76.0,142,0.535211,13,0,0.0,0,0.0,0.666667,-0.020436,0.56,3,2,0.0,0.0,35.333,0.248826,0,limited,Human solve/play is live and censored by earlier game resolution; standalone AI uses each fixed-roster model's own first-buzz policy (no buzz counts unsolved).,15
qanta26-online,6,advvqa-packet6-t-eEXaeXtF1jreFOdMlv1X,,,,1,1,1.0,0,0.0,0.0,33.0,,,0,0,,0,,,,0.166667,1,0,0,,7.0,,0,insufficient,Human solve/play is live and censored by earlier game resolution; standalone AI uses each fixed-roster model's own first-buzz policy (no buzz counts unsolved).,
qanta26-online,6,advvqa-packet6-t-j6r5ZXhduCYbTErR2WNr,<b>The picture of Dorian Gray</b>,True,False,2,1,0.5,1,1.0,0.5,18.0,108,0.166667,13,10,0.769231,13,1.0,-0.269231,-0.823674,0.133333,2,2,1.0,0.5,22.5,0.208333,2,insufficient,Human solve/play is live and censored by earlier game resolution; standalone AI uses each fixed-roster model's own first-buzz policy (no buzz counts unsolved).,
qanta26-online,6,advvqa-packet6-t-nJHFoCbxeqkSt1XnTniM,<b>Gray's Anatomy</b>,True,False,2,2,1.0,2,1.0,1.0,31.0,66,0.469697,13,9,0.692308,13,1.0,0.307692,-0.530813,0.25,2,2,1.0,0.5,20.0,0.30303,1,insufficient,Human solve/play is live and censored by earlier game resolution; standalone AI uses each fixed-roster model's own first-buzz policy (no buzz counts unsolved).,
qanta26-online,6,advvqa-packet6-t-zpnh32LsV6bUokglaDgS,<b>International Radiotelephony Spelling Alphabet or  International Civil Aviation Organization Spelling Alphabet (but accept NATO phonetic alphabet)</b>,True,False,3,1,0.333333,1,1.0,0.333333,31.0,83,0.373494,13,0,0.0,0,0.0,0.333333,-0.166603,0.373333,3,3,0.0,0.0,9.0,0.108434,1,limited,Human solve/play is live and censored by earlier game resolution; standalone AI uses each fixed-roster model's own first-buzz policy (no buzz counts unsolved).,23
